Title,Directors,genres,Actors
House of Pleasure,Max Ophüls,"Drama, Romance, Comedy, Anthology Film, Romantic Drama","Claude Dauphin, Gaby Morlay, Madeleine Renaud, Ginette LeClerc, Mila Parély, Danielle Darrieux, Pierre Brasseur, Jean Gabin, Jean Servais, Daniel Gélin, Simone Simon, Amédée, Paul Azaïs, Antonio Balpetré"
Murmur of the Heart,Louis Malle,"Drama, Teen/coming-of-age, 1950s","Lea Massari, Benoît Ferreux, Daniel Gélin, Michael Lonsdale, Ave Ninchi, Gila von Weitershausen, Marc Winocourt, Henri Poirier, Micheline Bona, Jacques Gheusi, Liliane Sorval, René Bouloc"
Leave Her to Heaven,John M. Stahl,"Drama, Mystery, Film noir, Melodrama, Jealousy","Gene Tierney, Cornel Wilde, Jeanne Crain, Vincent Price, Mary Philips, Ray Collins, Gene Lockhart, Reed Hadley, Darryl Hickman, Chill Wills"
The Horse Soldiers,John Ford,"War, Western, Adventure, American Civil War","John Wayne, William Holden, Constance Towers, Althea Gibson, Hoot Gibson, Russell Simpson, Anna Lee"
The World in His Arms,Raoul Walsh,"Adventure, Sea Adventures, 19th Century","Gregory Peck, Anthony Quinn, Ann Blyth, John McIntire, Andrea King, Carl Esmond, Eugenie Leontovich"
Wolfwalkers,"Tomm Moore, Ross Stewart","Animation, Fantasy, Adventure, Dogs/Wolves, Animals, Nature, Friendship, Family-friendly, 17th Century","Honor Kneafsey, Eva Whittaker, Sean Bean, Maria Doyle Kennedy, Simon McBurney"
A Place in the Sun,George Stevens,"Romance, Drama, Romantic Drama, Melodrama, Remake","Montgomery Clift, Elizabeth Taylor, Shelley Winters, Anne Revere, Keefe Brasselle, Fred Clark, Raymond Burr, Herbert Heyes"
The Samurai,Jean-Pierre Melville,"Film noir, Thriller, Crime, Neo-noir, Cop Movies, French Polar","Alain Delon, Nathalie Delon, Cathy Rosier, François Périer, Michel Boisrond, Jacques Leroy, Catherine Jourdan, Jean-Pierre Posier, Cathy Rosier, Robert Favart, Georges Casati, Jacques Léonard"
Departures,Yōjirō Takita,"Drama, Music","Masahiro Motoki, Tsutomu Yamazaki, Ryoko Hirosue, Kazuko Yoshiyuki, Kimiko Yo, Takashi Sasano, Toru Minegishi, Tetta Sugimoto, Yukiko Yachibana, Tatsuo Yamada"
Belle de jour,Luis Buñuel,"Drama, Prostitution","Catherine Deneuve, Jean Sorel, Michel Piccoli, Francisco Rabal, Pierre Clémenti, Macha Méril, Françoise Fabian, Maria Latour, Geneviève Page"
Wrinkles,Ignacio Ferreras,"Animation, Drama, Comedy, ""Alzheimers"", Old Age / Elderly, Family Relationships, Disability, Friendship, Adult Animation, Comedy-Drama, Based on a Comic, Social Drama","Tacho González, Álvaro Guevara, Mabel Rivera, Raúl Dans, Montse Davila, Chelo Díaz, Isabel Vallejo, Ana Lemos, Xermana Carballido, Óscar Fernández Rodríguez"
My Life Without Me,Isabel Coixet,"Drama, Romance, Romantic Drama, Disease/illness","Sarah Polley, Scott Speedman, Mark Ruffalo, Amanda Plummer, Leonor Watling, Deborah Harry, María de Medeiros, Alfred Molina"
"Good Bye, Lenin!",Wolfgang Becker,"Drama, Comedy, Comedy-Drama, 1980s, 1990s","Daniel Brühl, Katrin Saß, Chulpan Khamatova, Maria Simon, Jürgen Vogel, Michael Gwisdek, Burghart Klaußner, Alexander Beyer, Florian Lukas, Hanna Schwamborn, Jürgen Holtz, Christine Schorn, Jochen Stern, Eberhard Kirchberg, Hans-Uwe Bauer"
Road to Perdition,Sam Mendes,"Film noir, Mystery, Drama, 1930s, Mafia, Crime, The Great Depression, Neo-noir, Based on a Comic","Tom Hanks, Paul Newman, Jude Law, Tyler Hoechlin, Daniel Craig, Jennifer Jason Leigh, Stanley Tucci, Dylan Baker, Liam Aiken, Ciarán Hinds, Doug Spinuzza, David Darlow"
The Wolf of Wall Street,Martin Scorsese,"Comedy, Drama, Black Comedy, Biography, Business & Stock Exchange, 1980s, 1990s, Drugs","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Kyle Chandler, Cristin Milioti, Rob Reiner, Matthew McConaughey, P.J. Byrne, Jon Bernthal, Jean Dujardin, Kenneth Choi, Henry Zebrowski, Joanna Lumley"
Black Swan,Darren Aronofsky,"Drama, Ballet, Psychological Drama, Psychological Thriller","Natalie Portman, Mila Kunis, Vincent Cassel, Winona Ryder, Barbara Hershey, Tina Sloan, Christopher Gartin, Sebastian Stan, Benjamin Millepied, Ksenia Solo, Janet Montgomery, Kristina Anapau, Mark Margolis, Leslie Lyles, Marcia Jean Kurtz"
Billy Budd,Peter Ustinov,"Adventure, Drama, Sea Adventures, Courtroom Drama / Lawyers, Army, 18th Century, Napoleonic Wars","Robert Ryan, Peter Ustinov, Terence Stamp, Melvyn Douglas, Paul Rogers, John Neville, David McCallum, Ronald Lewis, Ray McAnally, Robert Brown, Lee Montague, Thomas Heathcote, John Meillon"
La ronde,Max Ophüls,"Drama, Ensemble Film, 1900s","Anton Walbrook, Simone Signoret, Serge Reggiani, Simone Simon, Daniel Gélin, Danielle Darrieux, Fernand Gravey, Odette Joyeux, Jean-Louis Barrault, Robert Vattier, Gérard Philipe, Isa Miranda"
Queen Christina,Rouben Mamoulian,"Drama, Romance, Historical, 17th Century, Biography","Greta Garbo, John Gilbert, Ian Keith, Lewis Stone, Elizabeth Young, C. Aubrey Smith, Reginald Owen, Georges Renavent, David Torrence, Gustav von Seyffertitz, Ferdinand Munier, Akim Tamiroff"
Love in the Afternoon,Éric Rohmer,"Romance, Drama, Friendship, Romantic Drama, Nouvelle vague (New Wave)","Bernard Verley, Zouzou, Françoise Verley, Daniel Ceccaldi, Malvina Penne, Babette Ferrier, Frédérique Hender, Claude-Jean Philippe, Marie-Christine Barrault, Béatrice Romand, Françoise Fabian, Tina Michelino, Jean-Louis Livi"
Elmer Gantry,Richard Brooks,"Drama, Religion, Journalism, 1920s","Burt Lancaster, Jean Simmons, Shirley Jones, Arthur Kennedy, Dean Jagger, Rex Ingram, Hugh Marlowe, Edward Andrews, Patti Page, John McIntire, Joe Maross, Philip Ober, Barry Kelley"
Time for Revenge,Adolfo Aristarain,"Thriller, Film noir, Social Drama, Cop Movies, Job/Employment","Federico Luppi, Haydée Padilla, Julio De Grazia, Ulises Dumont, Joffre Soares, Aldo Barbero, Enrique Liporace, Arturo Maly, Rodolfo Ranni, Jorge Hacker, Alberto Benegas"
The Servant,Joseph Losey,"Drama, Mystery, Psychological Drama, Neo-noir","Dirk Bogarde, Sarah Miles, Wendy Craig, James Fox, Catherine Lacey, Richard Vernon, Brian Phelan, Hazel Terry, Alison Seebohm, Philippa Hare, Dorothy Bromiley"
Stalag 17,Billy Wilder,"War, Drama, II World War, Prison Drama, Army","William Holden, Don Taylor, Otto Preminger, Robert Strauss, Harvey Lembeck, Richard Erdman, Peter Graves, Neville Brand, Sig Ruman, Michael Moore, Peter Baldwin, Robinson Stone, Robert Shawley"
Wolf Children,Mamoru Hosoda,"Animation, Drama, Fantasy, Family Relationships, Werewolf, Childhood, Nature, Family-friendly",
Pickpocket,Robert Bresson,"Drama, Romance, Heist Film","Martin Lasalle, Marika Green, Jean Pelegri, Dolly Scal, Pierre Leymarie, Kassagi, Pierre Étaix, César Gattegno"
Pat Garrett and Billy The Kid,Sam Peckinpah,"Western, Drama, Friendship","James Coburn, Kris Kristofferson, Jason Robards, L.Q. Jones, Bob Dylan, Richard Jaeckel, Katy Jurado, Slim Pickens, Chill Wills, Harry Dean Stanton, Barry Sullivan, Charles Martin Smith, Jack Elam"
The Tale of Princess Kaguya,Isao Takahata,"Animation, Fantasy, Drama, Fairy Tales / Fables, 9th Century",
The Purple Rose of Cairo,Woody Allen,"Romance, Comedy, Fantasy, Film In Film, 1930s, The Great Depression, Romantic Comedy","Mia Farrow, Jeff Daniels, Danny Aiello, Dianne Wiest, Van Johnson, Irving Metzman, Stephanie Farrow, Zoe Caldwell, John Wood, ""Milo OShea"", Edward Herrmann, Peter Von Berg, David Kieserman, Elaine Grollman, Victoria Zussin, Mark Hammond"
American Gangster,Ridley Scott,"Thriller, Drama, Neo-noir, Mafia, Drugs, 1960s, 1970s, Based on a true story","Denzel Washington, Russell Crowe, Carla Gugino, Cuba Gooding Jr., Josh Brolin, Ruby Dee, Chiwetel Ejiofor, Lymari Nadal, RZA, Ted Levine, Armand Assante, Idris Elba, Ric Young"
Bram Stoker's Dracula,Francis Ford Coppola,"Horror, Romance, Fantasy, 19th Century, Vampires, Cult Movie","Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves, Richard E. Grant, Cary Elwes, Sadie Frost, Tom Waits, Bill Campbell, Monica Bellucci, Jay Robinson, I.M. Hobson, Laurie Franks"
Little Miss Sunshine,"Jonathan Dayton, Valerie Faris","Comedy, Drama, Family Relationships, Road Movie, Comedy-Drama, Independent Film (US)","Abigail Breslin, Steve Carell, Toni Collette, Greg Kinnear, Alan Arkin, Paul Dano, Beth Grant, Bryan Cranston, Jill Talley, Brenda Canela, Justin Shilton, Gordon Thomson"
As Good As It Gets,James L. Brooks,"Comedy, Drama, Romance, Romantic Comedy, Comedy-Drama, Gay & Lesbian","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Jesse James, Lawrence Kasdan, Yeardley Smith, Lupe Ontiveros, Maya Rudolph, Tara Subkoff, Lisa Edelstein"
There Was a Father,Yasujirō Ozu,Drama,"Chishu Ryu, Shûji Sano, Shin Saburi, Takeshi Sakamoto, Mitsuko Mito, Masayoshi Ôtsuka, Shinichi Himori, Haruhiko Tsuda, Masao Hayama"
Pandora's Box,Georg Wilhelm Pabst,"Drama, Romance, Melodrama, German Expressionism, Crime, 19th Century, Cult Movie, Silent Film","Louise Brooks, Fritz Kortner, Alice Roberts, Carl Goetz, Gustav Diessl, Francis Lederer, Krafft-Raschig, Siegfried Arno"
Bellissima,Luchino Visconti,"Drama, Neorealism, Film In Film","Anna Magnani, Walter Chiari, Tina Apicella, Gastone Renzelli, Lola Braccini, Tecla Scarano, Alessandro Blasetti, Arturo Bragaglia"
Room at the Top,Jack Clayton,"Drama, Free Cinema, 1940s","Simone Signoret, Laurence Harvey, Heather Sears, Hermione Baddeley, Donald Houston, Donald Wolfit, Ambrostine Phillpotts"
Army of Shadows,Jean-Pierre Melville,"Drama, II World War","Lino Ventura, Simone Signoret, Paul Meurisse, Jean-Pierre Cassel, Paul Crauchet, Serge Reggiani, Claude Mann, Christian Barbier"
The Bohemian Life,Aki Kaurismäki,"Comedy, Drama, Romance, Friendship, Poverty, Painting, Comedy-Drama","Matti Pellonpää, Evelyne Didi, André Wilms, Kari Väänänen, Louis Malle, Christine Murillo, Jean-Pierre Léaud, Samuel Fuller, Sylvie van den Elsen, Kenneth Colley, Alexis Nitzer, Jean-Paul Wenzel, Dominique Marcas, Mark Lavis"
The Thief of Bagdad,Raoul Walsh,"Adventure, Fantasy, Action, Silent Film, Arabian Nights","Douglas Fairbanks, Julanne Johnston, Anna May Wong, Charles Belcher, Snitz Edwards, Brandon Hurst, Sojin"
Au hasard Balthazar,Robert Bresson,"Drama, Animals","Anne Wiazemsky, Walter Green, François Lefarge, Pierre Klossowski, Philippe Asselin, Nathalie Joyaut, Jean-Claude Guilbert, Guy Renault"
The Public Enemy,William A. Wellman,"Film noir, Cop Movies, Mafia, 1920s, 1910s, Crime","James Cagney, Jean Harlow, Edward Woods, Joan Blondell, Donald Cook, Mae Clarke, Beryl Mercer"
Evangelion 2.0 You Can (Not) Advance,"Hideaki Anno, Kazuya Tsurumaki, Masayuki","Animation, Sci-Fi, Action, Drama, Monsters, Robots, Adult Animation, Sequel, Remake",
Ride the High Country,Sam Peckinpah,"Western, Adventure, Old Age / Elderly, Friendship","Randolph Scott, Joel McCrea, Mariette Hartley, Ron Starr, Edgar Buchanan, R.G. Armstrong, Jenie Jackson, James Drury, L.Q. Jones, John Anderson, John Davis Chandler, Warren Oates"
Tristana,Luis Buñuel,"Drama, 1920s, Psychological Drama, Satire","Catherine Deneuve, Fernando Rey, Franco Nero, Lola Gaos, Antonio Casas, Jesús Fernández, José Calvo, Vicente Solar"
Song of the Sea,Tomm Moore,"Animation, Adventure, Fantasy, Kids, Fairy Tales / Fables, Mythology","David Rawle, Brendan Gleeson, Lisa Hannigan, Fionnula Flanagan, Jon Kenny, Pat Shortt, Liam Hourican"
Mon oncle,Jacques Tati,"Comedy, Sequel, Satire, Architecture","Jacques Tati, Jean-Pierre Zola, Adrienne Servantie, Lucien Frégis, Betty Schneider"
The Incredible Shrinking Man,Jack Arnold,"Sci-Fi, Fantasy, B Movie, Cult Movie","Grant Williams, Randy Stuart, April Kent, Paul Langton, Raymond Bailey, William Schallert, Billy Curtis"
Guess Who's Coming to Dinner,Stanley Kramer,"Drama, Comedy, Romance, Racism","Spencer Tracy, Katharine Hepburn, Sidney Poitier, Katharine Houghton, Cecil Kellaway, Beah Richards, Roy Glenn, Isabel Sanford, Virginia Christine, Alexandra Hay, Barbara Randolph, Tom Heaton, John Hudkins"
Mississippi Burning,Alan Parker,"Drama, Mystery, Crime, 1960s, Racism, Cop Movies, Small Town Life (North-american), Social Drama, Southern Gothic, Based on a true story","Gene Hackman, Willem Dafoe, Frances McDormand, Brad Dourif, Michael Rooker, R. Lee Ermey, Stephen Tobolowsky, Gailard Sartain, Pruitt Taylor Vince, Badja Djola, Kevin Dunn, Frankie Faison, Thomas B. Mason"
A Fistful of Dollars,Sergio Leone,"Western, Spaghetti Western, Remake","Clint Eastwood, Marianne Koch, Gian Maria Volonté, Wolfgang Lukschy, Sieghardt Rupp, Joseph Egger, Antonio Prieto, José Calvo, Margarita Lozano, Daniel Martín, Benito Stefanelli, Mario Brega, Bruno Carotenuto"
Young Frankenstein,Mel Brooks,"Comedy, Horror, Horror Comedy, Parody, Monsters, Cult Movie","Gene Wilder, Peter Boyle, Marty Feldman, Cloris Leachman, Teri Garr, Madeline Kahn, Gene Hackman, Richard Haydn, Kenneth Mars"
The Party,Blake Edwards,"Comedy, Film In Film","Peter Sellers, Claudine Longet, Marge Champion, J. Edward McKinley, Natalia Borisova, Fay McKenzie, Jean Carson, Al Checco, Corinne Cole, Dick Crockett"
Magnolia,Paul Thomas Anderson,"Drama, Melodrama, Ensemble Film, Cult Movie","Tom Cruise, John C. Reilly, Philip Baker Hall, Julianne Moore, William H. Macy, Jason Robards, Philip Seymour Hoffman, Melora Walters, Melinda Dillon, April Grace, Henry Gibson, Jeremy Blackman, Michael Bowen"
21 Grams,Alejandro González Iñárritu,"Drama, Ensemble Film","Sean Penn, Benicio del Toro, Naomi Watts, Charlotte Gainsbourg, Melissa Leo, Danny Huston, Clea Duvall, Chance Romero, Marc Musso, Paul Calderon"
Crash,Paul Haggis,"Drama, Racism, Ensemble Film","Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandiwe Newton, Ryan Phillippe, Michael Peña, Larenz Tate, Shaun Toub"
The Naked Island,Kaneto Shindô,"Drama, Small Town Life (Non-North American)","Taiji Tonoyama, Nobuko Otowa, Shinji Tanaka"
The Adventures of Prince Achmed,Lotte Reiniger,"Animation, Adventure, Fantasy, Arabian Nights, Stop Motion, Silhouette animation, Silent Film",
Mutiny on the Bounty,Frank Lloyd,"Adventure, Sea Adventures, 18th Century, Based on a true story","Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin, Eddie Quillan, Dudley Digges, Donald Crisp, Henry Stephenson, Francis Lister, Spring Byington, Mamo Clark, Movita, Byron Russell"
Inherit the Wind,Stanley Kramer,"Drama, Courtroom Drama / Lawyers, 1920s, Education, Religion, Based on a true story","Spencer Tracy, Fredric March, Gene Kelly, Dick York, Claude Akins, Florence Eldridge, Donna Anderson, Noah Beery Jr., Harry Morgan"
You Only Live Once,Fritz Lang,Film noir,"Sylvia Sidney, Henry Fonda, Barton MacLane, Jean Dixon, William Gargan, Jerome Cowan, Chic Sale, Margaret Hamilton, Warren Hymer, Guinn Williams, John Wray, Walter De Palma, Ward Bond"
Pocketful of Miracles,Frank Capra,"Comedy, Remake","Glenn Ford, Bette Davis, Peter Falk, Hope Lange, Thomas Mitchell, Edward Everett Horton, Jack Elam, Ann-Margret, ""Arthur OConnell"", Mike Mazurki"
The Fountainhead,King Vidor,"Drama, Romantic Drama, Journalism, Architecture","Gary Cooper, Patricia Neal, Raymond Massey, Kent Smith, Robert Douglas, Henry Hull, Ray Collins, Moroni Olsen, Jerome Cowan"
Network,Sidney Lumet,"Drama, Satire, Journalism, Television","Faye Dunaway, William Holden, Peter Finch, Robert Duvall, Beatrice Straight, Wesley Addy, Ned Beatty, Arthur Burghardt, Bill Burrows, John Carpenter, Jordan Charney, Kathy Cronkite, Ed Crowley"
The Killing Fields,Roland Joffé,"Drama, Journalism, Photography, Based on a true story, 1970s, Cambodian Civil War, Prison Drama","Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands, Craig T. Nelson, Spalding Gray, Bill Paterson, Patrick Malahide, Athol Fugard"
My Left Foot,Jim Sheridan,"Drama, Biography, Disease/illness, Disability, Painting","Daniel Day-Lewis, Brenda Fricker, Ray McAnally, Fiona Shaw, Ruth McCabe, Alison Whelan, Cyril Cusack, Adrian Dunbar, ""Hugh OConor"""
"Black Cat, White Cat",Emir Kusturica,"Comedy, Romance, Weddings","Bajram Severdzan, Branka Katic, Florijan Ajdini, Jasar Destani, Zabit Mehmedov, Srdjan Todorovic, Salija Ibraimova, Stojan Sotirov, Sabri Sulejmani"
Elite Squad,José Padilha,"Action, Drama, Cop Movies, Crime","Wagner Moura, Caio Junqueira, André Ramiro, Fernanda Machado, Milhem Cortaz, Fernanda de Freitas, Thelmo Fernandes, Maria Ribeiro, Paulo Vilela, Marcelo Valle, Fábio Lago, Emerson Gomes"
The Graduate,Mike Nichols,"Romance, Drama, Romantic Drama","Dustin Hoffman, Anne Bancroft, Katharine Ross, William Daniels, Murray Hamilton, Elizabeth Wilson, Buck Henry, Brian Avery, Walter Brooke, Norman Fell, Alice Ghostley, Marion Lorne, Eddra Gale"
Planet of the Apes,Franklin J. Schaffner,"Sci-Fi, Adventure, Space Adventure, Apes, Cult Movie, Post-apocalyptic Future","Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore, James Daly, Linda Harrison"
The Man Who Sleeps,Bernard Queysanne,"Drama, Surrealism",Jacques Spiesser
Second Breath,Jean-Pierre Melville,"Thriller, Drama, Crime, Cop Movies, Heist Film, Neo-noir","Lino Ventura, Raymond Pellegrin, Christine Fabréga, Jean-Claude Bercq, Paul Meurisse, Jean Négroni, Régis Outin, Albert Michel, Denis Manuel, Marcel Bozzuffi, Paul Frankeur, Jacques Léonard, Michel Constantin"
Princess Yang Kwei-fei,Kenji Mizoguchi,"Drama, Romance, 8th Century, Based on a true story","Machiko Kyô, Masayuki Mori, Sô Yamamura, Eitarô Shindô, Eitarô Ozawa, Rieko Himeji, Yôko Minamida, Isao Yamagata, Bontarô Miake, Kinzo Shin, Haruko Sugimura, Tatsuya Ishiguro, Osamu Maruyama, Chieko Murata"
Manon of the Spring (Jean de Florette II),Claude Berri,"Drama, Small Town Life (Non-North American), 1920s, Revenge, Sequel","Yves Montand, Daniel Auteuil, Emmanuelle Béart, Hippolyte Girardot, Margarita Lozano, Yvonne Gamy, Ticky Holgado, Jean Bouchaud, Elisabeth Depardieu, Gabriel Bacquier, Armand Meffre, André Dupon"
The Hundred Steps,Marco Tullio Giordana,"Drama, Mafia, Family Relationships, Biography, Small Town Life (Non-North American), 1950s, 1960s, 1970s","Luigi Lo Cascio, Tony Sperandeo, Ninni Bruschetta, Lucia Sardo, Paolo Briguglia, Luigi Maria Burruano, Elio Lo Cascio"
The Gunfighter,Henry King,Western,"Gregory Peck, Helen Westcott, Millard Mitchell, Jean Parker, Karl Malden, Mae Marsh, Richard Jaeckel, Skip Homeier"
State of Siege,Costa-Gavras,"Drama, Politics, Uruguayan Dictatorship","Yves Montand, Renato Salvatori, Jacques Weber, O.E. Hasse, Jean-Luc Bideau, Maurice Teynac, Evangeline Peterson, Jacques Perrin, Rafael Benavente"
The Best Intentions,Bille August,"Drama, Romance, 1910s, Religion","Samuel Froler, Pernilla August, Max von Sydow, Ghita Nørby, Björn Kjellman, Börje Ahlstedt, Michael Segerstrom, Lena Endre"
Angels With Dirty Faces,Michael Curtiz,"Film noir, Thriller, Mafia","James Cagney, ""Pat OBrien"", Humphrey Bogart, Ann Sheridan, George Bancroft, Leo Gorcey, Billy Halop, Bobby Jordan, Gabriel Dell, Huntz Hall, Bernard Punsly"
Sergeant Rutledge,John Ford,"Western, Drama, Courtroom Drama / Lawyers, Army, Racism","Woody Strode, Jeffrey Hunter, Constance Towers, Billie Burke, Juano Hernández, Willis Bouchey, Carleton Young, Judson Pratt, Mae Marsh, Jack Mower"
Husbands and Wives,Woody Allen,"Comedy, Drama, Romance, Satire, Friendship","Woody Allen, Mia Farrow, Sydney Pollack, Juliette Lewis, Judy Davis, Blythe Danner, Liam Neeson, Lysette Anthony, Ron Rifkin"
Lolita,Stanley Kubrick,"Drama, Romance","James Mason, Sue Lyon, Shelley Winters, Peter Sellers, Marianne Stone, Diana Decker, Jerry Stovin, Gary Cockrell, Suzanne Gibs, Roberta Shore, Cec Linder, Lois Maxwell, William Greene"
Ghost in the Shell,Mamoru Oshii,"Animation, Sci-Fi, Action, Crime, Robots, Adult Animation, Cult Movie, Manga, Cyberpunk, Futuristic Thriller, Computers / Internet",
